timestamp,Temperature,Humidity,PM2.5,CO2,TVOC,CO,prediction
2026-02-05 23:36:17,33.1,66.0,0.0,356.0,14.0,0.94,Poor
2026-02-05 23:36:23,33.1,65.9,0.0,355.0,7.0,0.97,Poor
2026-02-05 23:36:29,33.1,65.9,0.0,358.0,8.0,0.95,Poor
2026-02-05 23:36:34,33.0,65.8,0.0,356.0,7.0,0.96,Poor
2026-02-05 23:36:40,33.1,65.9,0.0,357.0,7.0,0.94,Poor
2026-02-05 23:36:46,33.1,65.8,0.0,356.0,6.0,0.97,Poor
2026-02-05 23:36:52,33.1,65.8,0.0,356.0,6.0,0.94,Poor
2026-02-05 23:36:57,33.1,65.8,0.0,358.0,7.0,0.96,Poor
2026-02-05 23:37:03,33.1,65.8,0.0,357.0,7.0,0.94,Poor
2026-02-05 23:37:08,33.1,65.7,0.0,357.0,7.0,0.96,Poor
2026-02-05 23:37:13,33.1,65.8,0.0,355.0,6.0,0.96,Poor
2026-02-05 23:37:19,33.1,65.9,0.0,385.0,37.0,0.95,Poor
2026-02-05 23:37:24,33.1,65.8,0.0,356.0,6.0,0.93,Poor
2026-02-05 23:37:30,33.1,65.8,0.0,355.0,6.0,0.95,Poor
2026-02-05 23:37:35,33.1,65.8,0.0,364.0,14.0,0.94,Poor
2026-02-05 23:37:41,33.1,65.6,0.0,376.0,28.0,0.96,Poor
2026-02-05 23:37:46,33.1,65.8,0.0,356.0,5.0,0.93,Poor
2026-02-05 23:37:52,33.2,65.7,0.0,355.0,14.0,0.93,Poor
2026-02-05 23:37:57,33.2,65.6,0.0,364.0,5.0,0.95,Poor
